protein,ideal_ligand,native_ligand,CNN_pose,CNN_VS,RMSD
4ZN7,decoy367,DES_redock_4ZN7,0.5197,3.6889,inf
4ZN7,decoy316,DES_redock_4ZN7,0.5181,4.0706,inf
4ZN7,decoy79,DES_redock_4ZN7,0.5161,2.9398,inf
4ZN7,decoy134,DES_redock_4ZN7,0.5160,3.2902,inf
4ZN7,decoy26,DES_redock_4ZN7,0.5159,3.5091,inf
4ZN7,decoy89,DES_redock_4ZN7,0.5137,3.0382,inf
4ZN7,decoy164,DES_redock_4ZN7,0.5133,3.5397,inf
4ZN7,decoy10,DES_redock_4ZN7,0.5121,3.7430,inf
4ZN7,decoy301,DES_redock_4ZN7,0.5114,3.6959,inf
4ZN7,decoy289,DES_redock_4ZN7,0.5102,3.3959,inf
4ZN7,decoy199,DES_redock_4ZN7,0.5069,3.5972,inf
4ZN7,decoy311,DES_redock_4ZN7,0.5066,3.7178,inf
4ZN7,decoy157,DES_redock_4ZN7,0.5059,3.6897,inf
4ZN7,decoy271,DES_redock_4ZN7,0.5050,3.8196,inf
4ZN7,decoy145,DES_redock_4ZN7,0.5049,3.3963,inf
4ZN7,decoy7,DES_redock_4ZN7,0.5039,3.4721,inf
4ZN7,decoy11,DES_redock_4ZN7,0.5039,3.4880,inf
4ZN7,decoy272,DES_redock_4ZN7,0.5035,3.2574,inf
4ZN7,decoy37,DES_redock_4ZN7,0.5026,2.9219,inf
4ZN7,decoy118,DES_redock_4ZN7,0.5014,3.6879,inf
4ZN7,decoy400,DES_redock_4ZN7,0.5011,3.7753,inf
4ZN7,decoy69,DES_redock_4ZN7,0.4999,3.4963,inf
4ZN7,decoy373,DES_redock_4ZN7,0.4985,2.7936,inf
4ZN7,decoy205,DES_redock_4ZN7,0.4981,3.3041,inf
4ZN7,decoy122,DES_redock_4ZN7,0.4974,3.5417,inf
4ZN7,decoy35,DES_redock_4ZN7,0.4970,3.4544,inf
4ZN7,decoy346,DES_redock_4ZN7,0.4959,3.4248,inf
4ZN7,decoy358,DES_redock_4ZN7,0.4935,3.2807,inf
4ZN7,decoy53,DES_redock_4ZN7,0.4928,3.0982,inf
4ZN7,decoy103,DES_redock_4ZN7,0.4910,3.3296,inf
4ZN7,decoy424,DES_redock_4ZN7,0.4892,2.9784,inf
4ZN7,decoy176,DES_redock_4ZN7,0.4880,3.3440,inf
4ZN7,decoy210,DES_redock_4ZN7,0.4880,3.5515,inf
4ZN7,decoy17,DES_redock_4ZN7,0.4877,3.5155,inf
4ZN7,decoy313,DES_redock_4ZN7,0.4872,3.7226,inf
4ZN7,decoy70,DES_redock_4ZN7,0.4871,2.9239,inf
4ZN7,decoy390,DES_redock_4ZN7,0.4870,3.7265,inf
4ZN7,decoy106,DES_redock_4ZN7,0.4869,3.3137,inf
4ZN7,115-86-6_min,DES_redock_4ZN7,0.4865,3.0054,inf
4ZN7,decoy348,DES_redock_4ZN7,0.4858,2.8050,inf
4ZN7,decoy343,DES_redock_4ZN7,0.4854,3.3953,inf
4ZN7,decoy286,DES_redock_4ZN7,0.4839,3.3452,inf
4ZN7,decoy341,DES_redock_4ZN7,0.4820,3.5152,inf
4ZN7,decoy214,DES_redock_4ZN7,0.4812,3.4781,inf
4ZN7,decoy177,DES_redock_4ZN7,0.4806,3.0564,inf
4ZN7,decoy303,DES_redock_4ZN7,0.4797,2.8994,inf
4ZN7,decoy179,DES_redock_4ZN7,0.4785,3.3003,inf
4ZN7,decoy139,DES_redock_4ZN7,0.4775,3.4301,inf
4ZN7,decoy124,DES_redock_4ZN7,0.4775,3.0819,inf
4ZN7,decoy256,DES_redock_4ZN7,0.4768,3.1414,inf
4ZN7,decoy314,DES_redock_4ZN7,0.4737,3.1336,inf
4ZN7,decoy73,DES_redock_4ZN7,0.4733,2.3613,inf
4ZN7,decoy402,DES_redock_4ZN7,0.4728,3.2992,inf
4ZN7,decoy433,DES_redock_4ZN7,0.4719,3.2453,inf
4ZN7,decoy398,DES_redock_4ZN7,0.4681,3.1367,inf
4ZN7,decoy167,DES_redock_4ZN7,0.4667,3.3386,inf
4ZN7,decoy119,DES_redock_4ZN7,0.4637,3.1308,inf
4ZN7,decoy418,DES_redock_4ZN7,0.4631,3.2534,inf
4ZN7,decoy319,DES_redock_4ZN7,0.4628,3.2669,inf
4ZN7,decoy335,DES_redock_4ZN7,0.4624,3.3849,inf
4ZN7,decoy20,DES_redock_4ZN7,0.4609,3.1175,inf
4ZN7,decoy327,DES_redock_4ZN7,0.4587,2.9468,inf
4ZN7,decoy80,DES_redock_4ZN7,0.4559,3.0874,inf
4ZN7,decoy350,DES_redock_4ZN7,0.4547,2.7045,inf
4ZN7,decoy135,DES_redock_4ZN7,0.4521,3.2502,inf
4ZN7,decoy294,DES_redock_4ZN7,0.4512,2.8712,inf
4ZN7,decoy352,DES_redock_4ZN7,0.4511,3.2903,inf
4ZN7,decoy339,DES_redock_4ZN7,0.4499,3.1769,inf
4ZN7,decoy342,DES_redock_4ZN7,0.4481,3.2341,inf
4ZN7,decoy430,DES_redock_4ZN7,0.4462,3.1790,inf
4ZN7,decoy285,DES_redock_4ZN7,0.4456,3.2113,inf
4ZN7,decoy100,DES_redock_4ZN7,0.4453,3.0066,inf
4ZN7,decoy353,DES_redock_4ZN7,0.4423,3.1975,inf
4ZN7,decoy412,DES_redock_4ZN7,0.4412,3.0661,inf
4ZN7,decoy127,DES_redock_4ZN7,0.4390,3.1250,inf
4ZN7,decoy383,DES_redock_4ZN7,0.4360,2.8030,inf
4ZN7,decoy229,DES_redock_4ZN7,0.4356,2.9727,inf
4ZN7,decoy126,DES_redock_4ZN7,0.4326,2.9404,inf
4ZN7,decoy66,DES_redock_4ZN7,0.4261,2.3216,inf
4ZN7,decoy198,DES_redock_4ZN7,0.4250,2.8870,inf
4ZN7,decoy97,DES_redock_4ZN7,0.4219,2.6435,inf
4ZN7,decoy148,DES_redock_4ZN7,0.4217,2.5904,inf
4ZN7,decoy140,DES_redock_4ZN7,0.4212,2.9718,inf
4ZN7,decoy225,DES_redock_4ZN7,0.4210,2.9686,inf
4ZN7,decoy74,DES_redock_4ZN7,0.4183,2.9131,inf
4ZN7,decoy133,DES_redock_4ZN7,0.4175,2.7089,inf
4ZN7,decoy233,DES_redock_4ZN7,0.4168,2.7131,inf
4ZN7,decoy293,DES_redock_4ZN7,0.4131,2.8996,inf
4ZN7,decoy338,DES_redock_4ZN7,0.4089,2.7411,inf
4ZN7,decoy379,DES_redock_4ZN7,0.4087,2.8634,inf
4ZN7,decoy306,DES_redock_4ZN7,0.4078,2.8552,inf
4ZN7,decoy117,DES_redock_4ZN7,0.4077,2.5467,inf
4ZN7,decoy55,DES_redock_4ZN7,0.4069,2.8503,inf
4ZN7,decoy401,DES_redock_4ZN7,0.4061,2.7262,inf
4ZN7,decoy284,DES_redock_4ZN7,0.3998,2.7771,inf
4ZN7,decoy371,DES_redock_4ZN7,0.3984,2.6378,inf
4ZN7,decoy65,DES_redock_4ZN7,0.3979,2.7878,inf
4ZN7,decoy88,DES_redock_4ZN7,0.3968,2.7557,inf
4ZN7,decoy232,DES_redock_4ZN7,0.3945,2.4760,inf
4ZN7,83-46-5_min,DES_redock_4ZN7,0.3931,3.1083,inf
4ZN7,decoy290,DES_redock_4ZN7,0.3886,2.3362,inf
4ZN7,decoy423,DES_redock_4ZN7,0.3871,2.6450,inf
4ZN7,decoy149,DES_redock_4ZN7,0.3863,2.4639,inf
4ZN7,decoy360,DES_redock_4ZN7,0.3850,2.7576,inf
4ZN7,decoy137,DES_redock_4ZN7,0.3844,2.5911,inf
4ZN7,decoy340,DES_redock_4ZN7,0.3835,2.7561,inf
4ZN7,decoy354,DES_redock_4ZN7,0.3825,2.6361,inf
4ZN7,decoy378,DES_redock_4ZN7,0.3783,2.4945,inf
4ZN7,decoy98,DES_redock_4ZN7,0.3763,2.4469,inf
4ZN7,decoy152,DES_redock_4ZN7,0.3749,2.5541,inf
4ZN7,50-02-2_min,DES_redock_4ZN7,0.3746,2.6954,inf
4ZN7,decoy315,DES_redock_4ZN7,0.3742,2.6506,inf
4ZN7,decoy347,DES_redock_4ZN7,0.3708,2.3922,inf
4ZN7,decoy254,DES_redock_4ZN7,0.3695,2.1263,inf
4ZN7,decoy188,DES_redock_4ZN7,0.3690,2.5008,inf
4ZN7,decoy380,DES_redock_4ZN7,0.3669,2.2845,inf
4ZN7,decoy426,DES_redock_4ZN7,0.3637,2.4884,inf
4ZN7,decoy47,DES_redock_4ZN7,0.3613,2.3805,inf
4ZN7,decoy333,DES_redock_4ZN7,0.3608,2.3788,inf
4ZN7,decoy391,DES_redock_4ZN7,0.3588,2.4459,inf
4ZN7,decoy366,DES_redock_4ZN7,0.3577,2.2625,inf
4ZN7,decoy170,DES_redock_4ZN7,0.3525,2.1789,inf
4ZN7,decoy247,DES_redock_4ZN7,0.3507,2.3488,inf
4ZN7,decoy421,DES_redock_4ZN7,0.3504,2.0863,inf
4ZN7,decoy276,DES_redock_4ZN7,0.3439,2.2668,inf
4ZN7,decoy237,DES_redock_4ZN7,0.3420,2.3194,inf
4ZN7,decoy215,DES_redock_4ZN7,0.3369,2.1743,inf
4ZN7,decoy337,DES_redock_4ZN7,0.3365,2.3950,inf
4ZN7,decoy86,DES_redock_4ZN7,0.3328,2.2786,inf
4ZN7,decoy143,DES_redock_4ZN7,0.3309,2.3393,inf
4ZN7,decoy211,DES_redock_4ZN7,0.3303,2.3343,inf
4ZN7,decoy91,DES_redock_4ZN7,0.3278,2.2669,inf
4ZN7,decoy115,DES_redock_4ZN7,0.3229,2.0840,inf
4ZN7,decoy321,DES_redock_4ZN7,0.3195,2.3716,inf
4ZN7,decoy264,DES_redock_4ZN7,0.3149,2.1596,inf
4ZN7,decoy182,DES_redock_4ZN7,0.3109,2.0286,inf
4ZN7,decoy323,DES_redock_4ZN7,0.3071,1.8942,inf
4ZN7,decoy372,DES_redock_4ZN7,0.3004,1.8040,inf
4ZN7,decoy161,DES_redock_4ZN7,0.2990,2.0279,inf
4ZN7,decoy181,DES_redock_4ZN7,0.2781,1.8469,inf
4ZN7,decoy432,DES_redock_4ZN7,0.2771,1.7473,inf
4ZN7,decoy96,DES_redock_4ZN7,0.2684,1.7955,inf
4ZN7,1845-11-0_min,DES_redock_4ZN7,0.2671,1.9879,inf
4ZN7,decoy395,DES_redock_4ZN7,0.2655,1.7259,inf
4ZN7,57-88-5_min,DES_redock_4ZN7,0.2648,1.9943,inf
4ZN7,decoy385,DES_redock_4ZN7,0.2622,1.8124,inf
4ZN7,decoy310,DES_redock_4ZN7,0.2617,1.7140,inf
4ZN7,decoy370,DES_redock_4ZN7,0.2589,1.7996,inf
4ZN7,decoy377,DES_redock_4ZN7,0.2574,1.6656,inf
4ZN7,decoy58,DES_redock_4ZN7,0.2476,1.7056,inf
4ZN7,decoy369,DES_redock_4ZN7,0.2143,1.2717,inf
4ZN7,decoy278,DES_redock_4ZN7,0.1823,1.1981,inf
4ZN7,decoy324,DES_redock_4ZN7,0.1796,1.2097,inf
6CBZ,53-16-7_min,EST_redock_6CBZ,0.9874,7.9654,0.5623
6CBZ,67651-34-7_min,EST_redock_6CBZ,0.9874,7.8846,inf
6CBZ,474-86-2_min,EST_redock_6CBZ,0.9870,7.9257,0.7749
6CBZ,3601-97-6_min,EST_redock_6CBZ,0.9866,7.9945,inf
6CBZ,50-28-2_min,EST_redock_6CBZ,0.9833,8.2554,0.5213
6CBZ,EST_min,EST_redock_6CBZ,0.9833,8.2554,0.5213
6CBZ,57-91-0_min,EST_redock_6CBZ,0.9790,8.1477,0.6064
6CBZ,50-27-1_min,EST_redock_6CBZ,0.9752,7.9621,0.4214
6CBZ,53-63-4_min,EST_redock_6CBZ,0.9643,7.6754,inf
6CBZ,53-19-0_min,EST_redock_6CBZ,0.9612,6.9503,inf
6CBZ,decoy166,EST_redock_6CBZ,0.9608,7.8417,inf
6CBZ,decoy78,EST_redock_6CBZ,0.9576,7.3723,inf
6CBZ,53-45-2_min,EST_redock_6CBZ,0.9544,6.9050,inf
6CBZ,decoy168,EST_redock_6CBZ,0.9538,7.1095,inf
6CBZ,65118-81-2_min,EST_redock_6CBZ,0.9527,7.0755,inf
6CBZ,5976-61-4_min,EST_redock_6CBZ,0.9525,7.5988,0.4482
6CBZ,84-16-2_min,EST_redock_6CBZ,0.9516,7.8213,inf
6CBZ,571-20-0_min,EST_redock_6CBZ,0.9515,8.0801,0.4491
6CBZ,53905-28-5_min,EST_redock_6CBZ,0.9513,6.8666,inf
6CBZ,56-53-1_min,EST_redock_6CBZ,0.9503,7.7402,inf
6CBZ,521-18-6_min,EST_redock_6CBZ,0.9475,7.6383,0.4174
6CBZ,1229-24-9_min,EST_redock_6CBZ,0.9469,7.5599,0.3606
6CBZ,789-02-6_min,EST_redock_6CBZ,0.9451,7.0465,inf
6CBZ,2529-64-8_min,EST_redock_6CBZ,0.9434,7.1132,inf
6CBZ,decoy245,EST_redock_6CBZ,0.9405,7.1959,inf
6CBZ,DES_min,EST_redock_6CBZ,0.9384,7.6916,inf
6CBZ,84-17-3_min,EST_redock_6CBZ,0.9376,7.7568,inf
6CBZ,5153-25-3_min,EST_redock_6CBZ,0.9329,6.6930,inf
6CBZ,decoy13,EST_redock_6CBZ,0.9318,6.9474,inf
6CBZ,decoy417,EST_redock_6CBZ,0.9305,6.5586,inf
6CBZ,362-05-0_min,EST_redock_6CBZ,0.9303,7.4451,0.6157
6CBZ,decoy18,EST_redock_6CBZ,0.9299,4.4002,inf
6CBZ,2971-36-0_min,EST_redock_6CBZ,0.9294,7.3390,inf
6CBZ,decoy309,EST_redock_6CBZ,0.9262,6.2469,inf
6CBZ,decoy336,EST_redock_6CBZ,0.9254,7.0344,inf
6CBZ,decoy1,EST_redock_6CBZ,0.9235,6.3880,inf
6CBZ,104-43-8_min,EST_redock_6CBZ,0.9230,7.1888,inf
6CBZ,27K_min,EST_redock_6CBZ,0.9211,5.4796,inf
6CBZ,94-26-8_min,EST_redock_6CBZ,0.9211,5.4796,inf
6CBZ,decoy190,EST_redock_6CBZ,0.9195,6.8832,inf
6CBZ,6554-98-9_min,EST_redock_6CBZ,0.9194,6.3663,inf
6CBZ,84-69-5_min,EST_redock_6CBZ,0.9179,4.9086,inf
6CBZ,72-54-8_min,EST_redock_6CBZ,0.9153,6.2178,inf
6CBZ,decoy206,EST_redock_6CBZ,0.9145,6.2001,inf
6CBZ,123-07-9_min,EST_redock_6CBZ,0.9137,4.6779,inf
6CBZ,120-47-8_min,EST_redock_6CBZ,0.9129,4.7849,inf
6CBZ,decoy410,EST_redock_6CBZ,0.9124,6.2695,inf
6CBZ,94-13-3_min,EST_redock_6CBZ,0.9115,5.2351,inf
6CBZ,599-64-4_min,EST_redock_6CBZ,0.9108,6.1843,inf
6CBZ,decoy263,EST_redock_6CBZ,0.9101,6.1330,inf
6CBZ,59-50-7_min,EST_redock_6CBZ,0.9088,4.4949,inf
6CBZ,28463-03-8_min,EST_redock_6CBZ,0.9086,6.9878,inf
6CBZ,659-22-3_min,EST_redock_6CBZ,0.9059,6.7715,inf
6CBZ,75938-34-0_min,EST_redock_6CBZ,0.9044,6.9425,inf
6CBZ,Testosterone_min,EST_redock_6CBZ,0.9043,7.2466,0.6536
6CBZ,58-22-0_min,EST_redock_6CBZ,0.9043,7.2466,0.6536
6CBZ,1570-64-5_min,EST_redock_6CBZ,0.9031,4.2393,inf
6CBZ,decoy48,EST_redock_6CBZ,0.9022,5.8607,inf
6CBZ,decoy185,EST_redock_6CBZ,0.9021,6.6739,inf
6CBZ,99-71-8_min,EST_redock_6CBZ,0.9021,5.3117,inf
6CBZ,decoy312,EST_redock_6CBZ,0.9018,7.2432,inf
6CBZ,decoy174,EST_redock_6CBZ,0.9007,6.3357,inf
6CBZ,decoy173,EST_redock_6CBZ,0.8999,6.7397,inf
6CBZ,580-51-8_min,EST_redock_6CBZ,0.8996,5.0203,inf
6CBZ,decoy60,EST_redock_6CBZ,0.8990,5.6297,inf
6CBZ,decoy434,EST_redock_6CBZ,0.8979,6.1812,inf
6CBZ,decoy331,EST_redock_6CBZ,0.8973,7.4011,inf
6CBZ,27L_min,EST_redock_6CBZ,0.8972,6.2809,inf
6CBZ,140-66-9_min,EST_redock_6CBZ,0.8972,6.2809,inf
6CBZ,28034-99-3_min,EST_redock_6CBZ,0.8955,5.7834,inf
6CBZ,98-54-4_min,EST_redock_6CBZ,0.8938,5.1406,inf
6CBZ,57-63-6_min,EST_redock_6CBZ,0.8922,7.3047,0.8486
6CBZ,EE2_min,EST_redock_6CBZ,0.8922,7.3047,0.8486
6CBZ,decoy123,EST_redock_6CBZ,0.8921,6.8749,inf
6CBZ,decoy244,EST_redock_6CBZ,0.8916,6.6456,inf
6CBZ,decoy268,EST_redock_6CBZ,0.8907,5.9506,inf
6CBZ,80-46-6_min,EST_redock_6CBZ,0.8899,5.5335,inf
6CBZ,decoy397,EST_redock_6CBZ,0.8892,6.2135,inf
6CBZ,decoy253,EST_redock_6CBZ,0.8860,5.8308,inf
6CBZ,decoy21,EST_redock_6CBZ,0.8857,6.0041,inf
6CBZ,103-16-2_min,EST_redock_6CBZ,0.8851,5.2663,inf
6CBZ,1806-26-4_min,EST_redock_6CBZ,0.8839,6.3624,inf
6CBZ,decoy71,EST_redock_6CBZ,0.8833,6.3397,inf
6CBZ,decoy193,EST_redock_6CBZ,0.8822,6.2898,inf
6CBZ,218-01-9_min,EST_redock_6CBZ,0.8816,5.5328,inf
6CBZ,decoy57,EST_redock_6CBZ,0.8802,6.4597,inf
6CBZ,92-69-3_min,EST_redock_6CBZ,0.8802,4.9322,inf
6CBZ,99-76-3_min,EST_redock_6CBZ,0.8797,4.4894,inf
6CBZ,decoy388,EST_redock_6CBZ,0.8796,5.7086,inf
6CBZ,decoy240,EST_redock_6CBZ,0.8785,5.9005,inf
6CBZ,decoy72,EST_redock_6CBZ,0.8777,7.0325,inf
6CBZ,6052-84-2_min,EST_redock_6CBZ,0.8776,6.3781,inf
6CBZ,decoy81,EST_redock_6CBZ,0.8769,6.2790,inf
6CBZ,decoy368,EST_redock_6CBZ,0.8755,6.4892,inf
6CBZ,34816-55-2_min,EST_redock_6CBZ,0.8752,7.4315,0.8863
6CBZ,decoy99,EST_redock_6CBZ,0.8751,6.6554,inf
6CBZ,243-17-4_min,EST_redock_6CBZ,0.8737,5.4060,inf
6CBZ,decoy187,EST_redock_6CBZ,0.8733,5.7004,inf
6CBZ,77-40-7_min,EST_redock_6CBZ,0.8721,6.3624,inf
6CBZ,58-72-0_min,EST_redock_6CBZ,0.8713,5.7653,inf
6CBZ,decoy54,EST_redock_6CBZ,0.8687,6.2216,inf
6CBZ,1085-12-7_min,EST_redock_6CBZ,0.8685,5.8986,inf
6CBZ,94-18-8_min,EST_redock_6CBZ,0.8674,5.7013,inf
6CBZ,5394-98-9_min,EST_redock_6CBZ,0.8651,5.6915,inf
6CBZ,481-30-1_min,EST_redock_6CBZ,0.8622,6.6270,0.8042
6CBZ,13037-86-0_min,EST_redock_6CBZ,0.8618,5.8081,inf
6CBZ,decoy227,EST_redock_6CBZ,0.8601,5.9814,inf
6CBZ,decoy87,EST_redock_6CBZ,0.8590,5.9061,inf
6CBZ,94-25-7_min,EST_redock_6CBZ,0.8575,4.7439,inf
6CBZ,decoy265,EST_redock_6CBZ,0.8559,6.0841,inf
6CBZ,131-56-6_min,EST_redock_6CBZ,0.8552,4.8630,inf
6CBZ,decoy189,EST_redock_6CBZ,0.8552,6.0067,inf
6CBZ,decoy269,EST_redock_6CBZ,0.8542,6.0744,inf
6CBZ,decoy94,EST_redock_6CBZ,0.8541,6.4503,inf
6CBZ,decoy259,EST_redock_6CBZ,0.8534,6.1436,inf
6CBZ,611-99-4_min,EST_redock_6CBZ,0.8534,5.7244,inf
6CBZ,decoy419,EST_redock_6CBZ,0.8527,5.8273,inf
6CBZ,decoy153,EST_redock_6CBZ,0.8498,6.3500,inf
6CBZ,decoy236,EST_redock_6CBZ,0.8491,5.6327,inf
6CBZ,decoy179,EST_redock_6CBZ,0.8490,6.2703,inf
6CBZ,decoy274,EST_redock_6CBZ,0.8461,5.3145,inf
6CBZ,decoy204,EST_redock_6CBZ,0.8456,6.0494,inf
6CBZ,decoy180,EST_redock_6CBZ,0.8439,5.8512,inf
6CBZ,decoy128,EST_redock_6CBZ,0.8421,5.9638,inf
6CBZ,decoy416,EST_redock_6CBZ,0.8416,5.0614,inf
6CBZ,decoy23,EST_redock_6CBZ,0.8379,5.5228,inf
6CBZ,decoy155,EST_redock_6CBZ,0.8376,6.2852,inf
6CBZ,decoy61,EST_redock_6CBZ,0.8362,6.2868,inf
6CBZ,decoy34,EST_redock_6CBZ,0.8330,5.9343,inf
6CBZ,80-05-7_min,EST_redock_6CBZ,0.8313,5.9759,inf
6CBZ,2OH_min,EST_redock_6CBZ,0.8313,5.9759,inf
6CBZ,97-54-1_min,EST_redock_6CBZ,0.8303,4.3845,inf
6CBZ,decoy291,EST_redock_6CBZ,0.8294,5.5541,inf
6CBZ,decoy282,EST_redock_6CBZ,0.8276,5.8492,inf
6CBZ,decoy375,EST_redock_6CBZ,0.8264,6.2091,inf
6CBZ,decoy63,EST_redock_6CBZ,0.8253,5.2149,inf
6CBZ,decoy250,EST_redock_6CBZ,0.8191,5.5597,inf
6CBZ,decoy345,EST_redock_6CBZ,0.8191,6.2237,inf
6CBZ,decoy6,EST_redock_6CBZ,0.8190,5.0784,inf
6CBZ,decoy93,EST_redock_6CBZ,0.8187,4.8631,inf
6CBZ,decoy273,EST_redock_6CBZ,0.8152,6.0145,inf
6CBZ,72-43-5_min,EST_redock_6CBZ,0.8151,5.5525,inf
6CBZ,decoy329,EST_redock_6CBZ,0.8126,6.5524,inf
6CBZ,decoy280,EST_redock_6CBZ,0.8123,5.8823,inf
6CBZ,decoy261,EST_redock_6CBZ,0.8115,5.5562,inf
6CBZ,decoy330,EST_redock_6CBZ,0.8115,6.2763,inf
6CBZ,1852-53-5_min,EST_redock_6CBZ,0.8099,6.2553,0.8978
6CBZ,decoy288,EST_redock_6CBZ,0.8090,5.6807,inf
6CBZ,85-68-7_min,EST_redock_6CBZ,0.8085,5.1112,inf
6CBZ,decoy178,EST_redock_6CBZ,0.8074,5.6150,inf
6CBZ,decoy431,EST_redock_6CBZ,0.8067,5.9846,inf
6CBZ,decoy28,EST_redock_6CBZ,0.8066,6.2757,inf
6CBZ,decoy239,EST_redock_6CBZ,0.8060,5.4952,inf
6CBZ,decoy169,EST_redock_6CBZ,0.8032,5.2175,inf
6CBZ,decoy279,EST_redock_6CBZ,0.8017,5.5015,inf
6CBZ,decoy156,EST_redock_6CBZ,0.8003,5.5406,inf
6CBZ,84-74-2_min,EST_redock_6CBZ,0.8000,4.6120,inf
6CBZ,90-43-7_min,EST_redock_6CBZ,0.7994,3.9359,inf
6CBZ,decoy361,EST_redock_6CBZ,0.7981,6.0826,inf
6CBZ,decoy266,EST_redock_6CBZ,0.7975,5.8413,inf
6CBZ,27M_min,EST_redock_6CBZ,0.7969,4.9555,inf
6CBZ,decoy171,EST_redock_6CBZ,0.7957,4.8192,inf
6CBZ,92-04-6_min,EST_redock_6CBZ,0.7956,4.8284,inf
6CBZ,decoy230,EST_redock_6CBZ,0.7950,5.0992,inf
6CBZ,decoy75,EST_redock_6CBZ,0.7947,5.3878,inf
6CBZ,decoy175,EST_redock_6CBZ,0.7938,5.3314,inf
6CBZ,36J_min,EST_redock_6CBZ,0.7926,5.5448,inf
6CBZ,911-45-5_min,EST_redock_6CBZ,0.7914,5.8157,inf
6CBZ,decoy184,EST_redock_6CBZ,0.7884,5.6038,inf
6CBZ,decoy381,EST_redock_6CBZ,0.7881,5.7297,inf
6CBZ,500-38-9_min,EST_redock_6CBZ,0.7876,5.4956,inf
6CBZ,97-53-0_min,EST_redock_6CBZ,0.7871,4.6057,inf
6CBZ,decoy258,EST_redock_6CBZ,0.7863,5.3856,inf
6CBZ,decoy29,EST_redock_6CBZ,0.7860,5.1511,inf
6CBZ,decoy428,EST_redock_6CBZ,0.7845,5.3794,inf
6CBZ,25154-52-3_min,EST_redock_6CBZ,0.7842,5.5286,inf
6CBZ,57-83-0_min,EST_redock_6CBZ,0.7816,6.1158,inf
6CBZ,50-29-3_min,EST_redock_6CBZ,0.7810,5.7235,inf
6CBZ,decoy305,EST_redock_6CBZ,0.7800,5.9209,inf
6CBZ,decoy92,EST_redock_6CBZ,0.7797,5.5032,inf
6CBZ,126-00-1_min,EST_redock_6CBZ,0.7793,5.5984,inf
6CBZ,decoy186,EST_redock_6CBZ,0.7752,5.6367,inf
6CBZ,decoy130,EST_redock_6CBZ,0.7730,5.3080,inf
6CBZ,decoy64,EST_redock_6CBZ,0.7706,5.1451,inf
6CBZ,80-09-1_min,EST_redock_6CBZ,0.7694,4.9020,inf
6CBZ,decoy118,EST_redock_6CBZ,0.7690,5.6924,inf
6CBZ,81-90-3_min,EST_redock_6CBZ,0.7665,5.4326,inf
6CBZ,decoy32,EST_redock_6CBZ,0.7654,5.5179,inf
6CBZ,decoy183,EST_redock_6CBZ,0.7640,5.2405,inf
6CBZ,decoy216,EST_redock_6CBZ,0.7632,5.5243,inf
6CBZ,decoy191,EST_redock_6CBZ,0.7617,5.1976,inf
6CBZ,decoy407,EST_redock_6CBZ,0.7599,5.3136,inf
6CBZ,decoy243,EST_redock_6CBZ,0.7598,5.4053,inf
6CBZ,decoy226,EST_redock_6CBZ,0.7598,5.2554,inf
6CBZ,decoy76,EST_redock_6CBZ,0.7587,5.0424,inf
6CBZ,decoy224,EST_redock_6CBZ,0.7583,4.9615,inf
6CBZ,decoy15,EST_redock_6CBZ,0.7582,4.9353,inf
6CBZ,58-89-9_min,EST_redock_6CBZ,0.7551,4.5239,inf
6CBZ,3434-79-5_min,EST_redock_6CBZ,0.7547,5.9969,6.2293
6CBZ,50-22-6_min,EST_redock_6CBZ,0.7540,5.5686,inf
6CBZ,decoy429,EST_redock_6CBZ,0.7515,5.5193,inf
6CBZ,decoy36,EST_redock_6CBZ,0.7510,5.4161,inf
6CBZ,decoy85,EST_redock_6CBZ,0.7477,5.3338,inf
6CBZ,decoy304,EST_redock_6CBZ,0.7472,5.1704,inf
6CBZ,decoy176,EST_redock_6CBZ,0.7446,5.0786,inf
6CBZ,decoy62,EST_redock_6CBZ,0.7426,4.5636,inf
6CBZ,decoy24,EST_redock_6CBZ,0.7392,5.3531,inf
6CBZ,decoy42,EST_redock_6CBZ,0.7392,4.8991,inf
6CBZ,decoy231,EST_redock_6CBZ,0.7378,5.3311,inf
6CBZ,decoy235,EST_redock_6CBZ,0.7367,5.2214,inf
6CBZ,decoy393,EST_redock_6CBZ,0.7300,4.7213,inf
6CBZ,decoy425,EST_redock_6CBZ,0.7297,5.1168,inf
6CBZ,decoy257,EST_redock_6CBZ,0.7285,5.5444,inf
6CBZ,decoy44,EST_redock_6CBZ,0.7275,4.9295,inf
6CBZ,decoy101,EST_redock_6CBZ,0.7270,4.7845,inf
6CBZ,decoy55,EST_redock_6CBZ,0.7263,5.0984,inf
6CBZ,decoy246,EST_redock_6CBZ,0.7263,5.1840,inf
6CBZ,decoy359,EST_redock_6CBZ,0.7259,4.6243,inf
6CBZ,decoy121,EST_redock_6CBZ,0.7258,4.8500,inf
6CBZ,68-23-5_min,EST_redock_6CBZ,0.7239,5.6239,0.8720
6CBZ,5108-94-1_min,EST_redock_6CBZ,0.7186,5.6511,6.2308
6CBZ,decoy111,EST_redock_6CBZ,0.7164,4.4363,inf
6CBZ,decoy255,EST_redock_6CBZ,0.7164,4.8040,inf
6CBZ,decoy411,EST_redock_6CBZ,0.7158,4.8567,inf
6CBZ,decoy107,EST_redock_6CBZ,0.7144,5.6760,inf
